feature,coef,odds_ratio
A14_00600,-0.049450180010192364,0.9517525732588411
A2_15.17,-0.049450180010192364,0.9517525732588411
A2_33.00,-0.04957395578965961,0.951634776632561
A14_00276,-0.05187905305471688,0.9494436922131523
A2_30.25,-0.05212655495808223,0.9492087321699196
A14_00136,-0.05558928738296576,0.9459275605033907
A4_u,-0.05703784905128734,0.944558318053727
A5_g,-0.05703784905128734,0.944558318053727
A14_00028,-0.05780399112606645,0.943834929328837
A2_34.67,-0.05780399112606645,0.943834929328837
A14_00108,-0.05827918460153009,0.9433865316747627
A14_00174,-0.05884403650770179,0.9428538084631144
A2_25.92,-0.05884403650770179,0.9428538084631144
A14_02000,-0.059900706429808985,0.9418580493897498
A14_00348,-0.0622515988480654,0.9396464430851852
A2_31.00,-0.06242631797718818,0.9394822832183182
A2_62.75,-0.06260928547236212,0.9393104042228115
A2_32.92,-0.06343878979292075,0.9385315652539663
A2_33.25,-0.06361604180188922,0.9383652233911949
A2_36.50,-0.0643358449409256,0.9376900281908002
A14_00454,-0.0643358449409256,0.9376900281908002
A2_18.58,-0.06533301671233607,0.936755456206197
A2_40.33,-0.06603504823050588,0.9360980551362582
A2_30.75,-0.0666811184483355,0.9354934653866122
A2_21.08,-0.0673379345429365,0.9348792199673733
A2_22.17,-0.06842753548620137,0.9338611294443809
A2_15.83,-0.06903801677082416,0.9332911986861496
A2_52.42,-0.06998290085052403,0.9324097631835532
A12_t,-0.07004819150398743,0.9323488875281465
A2_29.75,-0.07302144322495914,0.9295808965997915
A2_57.58,-0.07545408097177178,0.9273223112957468
A14_00720,-0.07868132253248984,0.9243344420736608
A7_o,-0.07961450864692078,0.9234722683540667
A2_35.75,-0.0799871695966262,0.9231281904177026
A2_47.83,-0.0800489197726919,0.9230711888493596
A2_17.67,-0.08322803219157454,0.9201413014577098
A2_47.33,-0.08411573892663587,0.9193248482663114
A2_39.50,-0.08561727846435391,0.9179454815046603
A14_00465,-0.08763016652110053,0.9160996183893476
A2_47.17,-0.08763016652110053,0.9160996183893476
A14_00416,-0.08867543665600165,0.9151425471038074
A2_22.25,-0.09000845439016944,0.9139234585730622
A2_52.50,-0.09318414000972577,0.9110257285633523
A2_26.25,-0.0949997823009613,0.9093731324378667
A2_38.92,-0.10347192699390972,0.9017013358536392
A14_00369,-0.10718338032594849,0.8983609161665612
A3,-0.1073565184065564,0.8982053891460564
A2_16.92,-0.11039874467669748,0.895476997412022
A2_33.92,-0.1116113601433712,0.8943917862598013
A2_16.33,-0.1171246203090894,0.8894743396891185
A2_31.08,-0.12129739205081645,0.8857704993139773
A2_18.25,-0.12370926301252538,0.8836367094152672
A2_19.50,-0.12524626265866326,0.8822796033085497
A2_22.00,-0.1264623423490688,0.8812073331168524
A14_00360,-0.12704323631513956,0.8806955937417351
A2_29.42,-0.12888113710022314,0.8790784491494453
A2_37.33,-0.13615115536918432,0.8727107076091938
A2_25.83,-0.13732481586762307,0.8716870423603479
A14_00460,-0.1381108650140754,0.8710021227302385
A2_48.75,-0.1395274397846135,0.8697691565986323
A2_36.17,-0.13982506471047895,0.8695103301363935
A2_17.08,-0.1408076218846668,0.8686564061067777
A2_16.50,-0.14323512082704626,0.8665503009179509
A2_24.08,-0.14844101411439878,0.8620508545039327
A14_00130,-0.15295633818112095,0.8581671901338439
A2_38.42,-0.15328868644949661,0.8578820271435639
A2_18.42,-0.15901243565406492,0.8529857514674485
A2_17.92,-0.15980170817176984,0.8523127788701452
A2_20.00,-0.1613787709459923,0.8509696874626954
A2_29.50,-0.16456164356644143,0.8482654652240664
A14_00254,-0.16689319307094588,0.846289996145818
A2_35.00,-0.17298257358830346,0.8411522729827119
A2_19.58,-0.17735424807630357,0.8374830552069583
A2_21.17,-0.17816855582493987,0.836801363856695
A2_25.00,-0.18439840059185383,0.8316044261249621
A14_00129,-0.18679734867347436,0.8296118412916266
A14_00171,-0.18869361700664794,0.828040165258862
A2_23.42,-0.19547459731440964,0.8224442355911568
A14_00272,-0.19632643822399046,0.821743942257033
A2_21.67,-0.19705163873849257,0.8211482291591496
A2_23.08,-0.20016788660133053,0.8185933106921331
A2_18.17,-0.2130717576445946,0.8080981479162297
A2_17.33,-0.2219595036017275,0.8009477991789786
A14_00340,-0.22349456106233598,0.7997192414788705
A2_29.83,-0.2551209967138403,0.7748227412835663
A2_30.58,-0.255419901014286,0.7745911780434618
A2_45.17,-0.2558119246782383,0.7742875794845778
A14_00094,-0.2651254470654143,0.7671097122773575
A2_49.58,-0.2651254470654143,0.7671097122773575
A2_16.00,-0.26529670388207277,0.7669783507586039
A2_24.92,-0.266515816493034,0.7660438875025658
A2_23.75,-0.2725862822658945,0.7614077303566799
A14_00160,-0.27413629909886167,0.7602284497463809
A2_27.67,-0.2789943411777485,0.7565441843519989
A2_36.33,-0.2790444933461077,0.7565062429721233
A10_f,-0.28417355495927277,0.7526360096583404
